issued_amount,initial_interest_rate,initial_loan_duration,loan_amount_band,loan_term_bucket,interest_rate_bucket,country_grouped,customer_risk_rating_was_missing
2658.0,0.2808,60,medium,49-60mo,high,Estonia,1
3189.0,0.1626,60,high,49-60mo,very_low,Estonia,1
955.0,0.1674,36,low,25-36mo,low,Estonia,1
3720.0,0.3667,36,high,25-36mo,very_high,Estonia,1
1275.0,0.2707,12,low,<=12mo,high,Estonia,1
1245.0,0.1,60,low,49-60mo,very_low,Finland,1
530.0,0.1284,36,very_low,25-36mo,very_low,Estonia,1
1594.0,0.2263,60,low,49-60mo,high,Estonia,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
10630.0,0.2649,60,very_high,49-60mo,high,Estonia,1
3425.0,0.1,60,high,49-60mo,very_low,Finland,1
4250.0,0.2994,60,very_high,49-60mo,high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
6379.0,0.1513,60,very_high,49-60mo,very_low,Estonia,1
2125.0,0.2233,60,medium,49-60mo,high,Estonia,1
1380.0,0.1168,60,low,49-60mo,very_low,Estonia,1
1382.0,0.1334,30,low,25-36mo,very_low,Estonia,1
3185.0,0.3519,60,medium,49-60mo,very_high,Finland,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
3189.0,0.393,60,high,49-60mo,very_high,Estonia,1
4150.0,0.1927,120,high,60mo+,low,Finland,1
3185.0,0.3586,60,medium,49-60mo,very_high,Estonia,1
2126.0,0.191,36,medium,25-36mo,low,Estonia,1
4253.0,0.3839,60,very_high,49-60mo,very_high,Spain,1
1594.0,0.1432,60,low,49-60mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
1380.0,0.1383,36,low,25-36mo,very_low,Estonia,1
4150.0,0.1,36,high,25-36mo,very_low,Finland,1
3189.0,0.2308,60,high,49-60mo,high,Estonia,1
1063.0,0.1689,60,low,49-60mo,low,Estonia,1
10526.0,0.1689,60,very_high,49-60mo,low,Estonia,1
2126.0,0.2187,60,medium,49-60mo,high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
531.0,0.1017,60,very_low,49-60mo,very_low,Estonia,1
1063.0,0.1202,60,low,49-60mo,very_low,Estonia,1
1590.0,0.1085,60,low,49-60mo,very_low,Estonia,1
530.0,0.1152,60,very_low,49-60mo,very_low,Estonia,1
3113.0,0.1,60,medium,49-60mo,very_low,Finland,1
531.0,0.305,36,very_low,25-36mo,very_high,Estonia,1
4253.0,0.09,60,very_high,49-60mo,very_low,Estonia,1
7761.0,0.1464,60,very_high,49-60mo,very_low,Estonia,1
2126.0,0.1926,60,medium,49-60mo,low,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
1037.0,0.2,30,low,25-36mo,high,Finland,1
518.0,0.1,60,very_low,49-60mo,very_low,Finland,1
2125.0,0.593,48,medium,37-48mo,very_high,Finland,1
3720.0,0.471,48,high,37-48mo,very_high,Finland,1
4250.0,0.3799,36,very_high,25-36mo,very_high,Finland,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
1063.0,0.2561,60,low,49-60mo,high,Estonia,1
530.0,0.5973,48,very_low,37-48mo,very_high,Spain,1
4253.0,0.2707,60,very_high,49-60mo,high,Estonia,1
3189.0,0.1235,36,high,25-36mo,very_low,Estonia,1
3402.0,0.1085,60,high,49-60mo,very_low,Estonia,1
2126.0,0.1561,60,medium,49-60mo,very_low,Estonia,1
531.0,0.1101,18,very_low,13-24mo,very_low,Estonia,1
4150.0,0.1,24,high,13-24mo,very_low,Finland,1
726.0,0.2,36,low,25-36mo,high,Finland,1
518.0,0.1,6,very_low,<=12mo,very_low,Finland,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
10630.0,0.3943,60,very_high,49-60mo,very_high,Estonia,1
1700.0,0.2473,36,medium,25-36mo,high,Estonia,1
637.0,0.1,24,low,13-24mo,very_low,Estonia,1
3720.0,0.5973,60,high,49-60mo,very_high,Finland,1
2977.0,0.3878,60,medium,49-60mo,very_high,Estonia,1
2445.0,0.4389,36,medium,25-36mo,very_high,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
1277.0,0.1251,60,low,49-60mo,very_low,Estonia,1
1807.0,0.2248,60,medium,49-60mo,high,Estonia,1
1060.0,0.1879,12,low,<=12mo,low,Estonia,1
2126.0,0.2034,60,medium,49-60mo,high,Estonia,1
622.0,0.1,6,very_low,<=12mo,very_low,Finland,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
518.0,0.1,3,very_low,<=12mo,very_low,Finland,1
2125.0,0.2736,36,medium,25-36mo,high,Estonia,1
635.0,0.1317,36,low,25-36mo,very_low,Estonia,1
1556.0,0.1,60,low,49-60mo,very_low,Finland,1
1110.0,0.2561,36,low,25-36mo,high,Estonia,1
531.0,0.3982,60,very_low,49-60mo,very_high,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
1060.0,0.3956,60,low,49-60mo,very_high,Estonia,1
4253.0,0.2634,24,very_high,13-24mo,high,Estonia,1
531.0,0.1561,60,very_low,49-60mo,very_low,Estonia,1
2339.0,0.1101,36,medium,25-36mo,very_low,Estonia,1
518.0,0.1,12,very_low,<=12mo,very_low,Finland,1
3505.0,0.1972,60,high,49-60mo,medium,Estonia,1
637.0,0.1785,60,low,49-60mo,low,Estonia,1
4253.0,0.3653,60,very_high,49-60mo,very_high,Spain,1
2020.0,0.4124,36,medium,25-36mo,very_high,Finland,1
1485.0,0.1284,60,low,49-60mo,very_low,Estonia,1
1807.0,0.2951,60,medium,49-60mo,high,Estonia,1
531.0,0.1705,60,very_low,49-60mo,low,Estonia,1
5847.0,0.1689,60,very_high,49-60mo,low,Estonia,1
2339.0,0.2852,60,medium,49-60mo,high,Estonia,1
518.0,0.1927,60,very_low,49-60mo,low,Finland,1
530.0,0.5973,60,very_low,49-60mo,very_high,Spain,1
2445.0,0.2248,60,medium,49-60mo,high,Estonia,1
2125.0,0.1034,36,medium,25-36mo,very_low,Estonia,1
6698.0,0.1816,36,very_high,25-36mo,low,Estonia,1
1060.0,0.1972,36,low,25-36mo,medium,Finland,1
531.0,0.305,36,very_low,25-36mo,very_high,Estonia,1
4150.0,0.09,60,high,49-60mo,very_low,Finland,1
4253.0,0.2187,48,very_high,37-48mo,high,Estonia,1
1868.0,0.1,60,medium,49-60mo,very_low,Finland,1
2126.0,0.1464,60,medium,49-60mo,very_low,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
1807.0,0.09,60,medium,49-60mo,very_low,Estonia,1
1275.0,0.3273,60,low,49-60mo,very_high,Estonia,1
1063.0,0.1118,12,low,<=12mo,very_low,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
2020.0,0.2909,60,medium,49-60mo,high,Estonia,1
530.0,0.5973,48,very_low,37-48mo,very_high,Spain,1
2125.0,0.4794,60,medium,49-60mo,very_high,Spain,1
2870.0,0.1334,60,medium,49-60mo,very_low,Estonia,1
2125.0,0.4636,60,medium,49-60mo,very_high,Finland,1
531.0,0.125,24,very_low,13-24mo,very_low,Estonia,1
3189.0,0.262,60,high,49-60mo,high,Estonia,1
4047.0,0.2,36,high,25-36mo,high,Finland,1
3642.0,0.5405,36,high,25-36mo,very_high,Finland,1
744.0,0.2591,60,low,49-60mo,high,Estonia,1
2020.0,0.5973,60,medium,49-60mo,very_high,Finland,1
10630.0,0.3148,60,very_high,49-60mo,very_high,Estonia,1
1169.0,0.1448,60,low,49-60mo,very_low,Estonia,1
531.0,0.319,54,very_low,49-60mo,very_high,Estonia,1
3009.0,0.1,60,medium,49-60mo,very_low,Finland,1
3189.0,0.5951,36,high,25-36mo,very_high,Spain,1
934.0,0.2,60,low,49-60mo,high,Finland,1
7442.0,0.2233,60,very_high,49-60mo,high,Estonia,1
2870.0,0.3204,36,medium,25-36mo,very_high,Estonia,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
4150.0,0.099,36,high,25-36mo,very_low,Finland,1
531.0,0.1561,60,very_low,49-60mo,very_low,Estonia,1
1488.0,0.2736,60,low,49-60mo,high,Estonia,1
531.0,0.3707,60,very_low,49-60mo,very_high,Estonia,1
1141.0,0.1,60,low,49-60mo,very_low,Finland,1
530.0,0.2126,36,very_low,25-36mo,high,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
1037.0,0.1927,48,low,37-48mo,low,Finland,1
1060.0,0.1301,60,low,49-60mo,very_low,Estonia,1
531.0,0.1202,60,very_low,49-60mo,very_low,Estonia,1
637.0,0.2263,60,low,49-60mo,high,Estonia,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
4253.0,0.1218,60,very_high,49-60mo,very_low,Estonia,1
1700.0,0.1674,60,medium,49-60mo,low,Estonia,1
531.0,0.278,60,very_low,49-60mo,high,Estonia,1
2870.0,0.4685,48,medium,37-48mo,very_high,Finland,1
2445.0,0.5787,48,medium,37-48mo,very_high,Finland,1
3189.0,0.2157,60,high,49-60mo,high,Estonia,1
530.0,0.356,36,very_low,25-36mo,very_high,Estonia,1
531.0,0.5092,36,very_low,25-36mo,very_high,Spain,1
531.0,0.1988,48,very_low,37-48mo,medium,Estonia,1
2125.0,0.5973,60,medium,49-60mo,very_high,Finland,1
1037.0,0.149,12,low,<=12mo,very_low,Finland,1
4253.0,0.2736,60,very_high,49-60mo,high,Estonia,1
531.0,0.1753,24,very_low,13-24mo,low,Estonia,1
1594.0,0.1957,60,low,49-60mo,medium,Estonia,1
2125.0,0.4047,36,medium,25-36mo,very_high,Spain,1
1165.0,0.2576,60,low,49-60mo,high,Finland,1
3189.0,0.5951,36,high,25-36mo,very_high,Spain,1
5100.0,0.1367,36,very_high,25-36mo,very_low,Estonia,1
2658.0,0.1464,36,medium,25-36mo,very_low,Estonia,1
530.0,0.1594,60,very_low,49-60mo,very_low,Estonia,1
1594.0,0.2278,30,low,25-36mo,high,Estonia,1
195.61410000000004,0.1578,60,very_low,49-60mo,very_low,Estonia,1
2126.0,0.2187,60,medium,49-60mo,high,Estonia,1
6060.0,0.1674,60,very_high,49-60mo,low,Estonia,1
2004.99,0.199,24,medium,13-24mo,medium,Finland,1
2445.0,0.2248,36,medium,25-36mo,high,Estonia,1
1060.0,0.2065,60,low,49-60mo,high,Finland,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
531.0,0.2003,48,very_low,37-48mo,high,Estonia,1
4253.0,0.2248,60,very_high,49-60mo,high,Estonia,1
3185.0,0.5973,60,medium,49-60mo,very_high,Finland,1
448.0,0.199,12,very_low,<=12mo,medium,Finland,1
4253.0,0.09,60,very_high,49-60mo,very_low,Estonia,1
4780.0,0.2751,36,very_high,25-36mo,high,Estonia,1
518.0,0.1,9,very_low,<=12mo,very_low,Finland,1
1275.0,0.1218,60,low,49-60mo,very_low,Estonia,1
518.0,0.2,36,very_low,25-36mo,high,Finland,1
2125.0,0.1152,60,medium,49-60mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
530.0,0.1185,36,very_low,25-36mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
10630.0,0.1941,60,very_high,49-60mo,medium,Estonia,1
1037.0,0.1,12,low,<=12mo,very_low,Finland,1
531.0,0.4575,48,very_low,37-48mo,very_high,Spain,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
3189.0,0.208,36,high,25-36mo,high,Spain,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
530.0,0.36,48,very_low,37-48mo,very_high,Estonia,1
2126.0,0.1202,60,medium,49-60mo,very_low,Estonia,1
2232.0,0.135,60,medium,49-60mo,very_low,Estonia,1
4250.0,0.2172,60,very_high,49-60mo,high,Estonia,1
1380.0,0.1118,60,low,49-60mo,very_low,Estonia,1
530.0,0.1268,60,very_low,49-60mo,very_low,Estonia,1
531.0,0.2707,36,very_low,25-36mo,high,Estonia,1
7442.0,0.09,36,very_high,25-36mo,very_low,Estonia,1
318.0,0.1769,60,very_low,49-60mo,low,Estonia,1
1380.0,0.36,60,low,49-60mo,very_high,Estonia,1
3202.69,0.199,60,high,49-60mo,medium,Finland,1
4253.0,0.1268,36,very_high,25-36mo,very_low,Estonia,1
1169.0,0.393,60,low,49-60mo,very_high,Estonia,1
5525.0,0.3411,60,very_high,49-60mo,very_high,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
2400.0,0.2693,36,medium,25-36mo,high,Finland,1
2711.0,0.1626,60,medium,49-60mo,very_low,Estonia,1
1594.0,0.1988,60,low,49-60mo,medium,Estonia,1
3185.0,0.5973,60,medium,49-60mo,very_high,Finland,1
955.0,0.1317,36,low,25-36mo,very_low,Estonia,1
2126.0,0.365,60,medium,49-60mo,very_high,Estonia,1
2020.0,0.5973,60,medium,49-60mo,very_high,Finland,1
3185.0,0.3839,60,medium,49-60mo,very_high,Estonia,1
4250.0,0.4636,36,very_high,25-36mo,very_high,Finland,1
10630.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
1485.0,0.1658,60,low,49-60mo,low,Estonia,1
2764.0,0.3878,60,medium,49-60mo,very_high,Estonia,1
7442.0,0.1863,36,very_high,25-36mo,low,Estonia,1
518.0,0.2,60,very_low,49-60mo,high,Finland,1
1590.0,0.2034,60,low,49-60mo,high,Estonia,1
3113.0,0.2,60,medium,49-60mo,high,Finland,1
4572.0,0.1085,60,very_high,49-60mo,very_low,Estonia,1
4250.0,0.3533,36,very_high,25-36mo,very_high,Estonia,1
1275.0,0.2852,60,low,49-60mo,high,Spain,1
3720.0,0.1135,36,high,25-36mo,very_low,Finland,1
850.0,0.3424,36,low,25-36mo,very_high,Estonia,1
2020.0,0.2794,60,medium,49-60mo,high,Estonia,1
1063.0,0.1202,60,low,49-60mo,very_low,Estonia,1
3189.0,0.0966,60,high,49-60mo,very_low,Estonia,1
530.0,0.5973,48,very_low,37-48mo,very_high,Spain,1
7549.0,0.1334,60,very_high,49-60mo,very_low,Estonia,1
3825.0,0.4136,60,high,49-60mo,very_high,Finland,1
10630.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
531.0,0.1497,12,very_low,<=12mo,very_low,Estonia,1
4146.0,0.18,60,high,49-60mo,low,Estonia,1
2125.0,0.5586,60,medium,49-60mo,very_high,Finland,1
6911.0,0.1879,60,very_high,49-60mo,low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
1594.0,0.09,36,low,25-36mo,very_low,Estonia,1
2126.0,0.1399,60,medium,49-60mo,very_low,Estonia,1
5315.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
3720.0,0.2413,30,high,25-36mo,high,Estonia,1
5316.0,0.3093,60,very_high,49-60mo,very_high,Estonia,1
530.0,0.3424,60,very_low,49-60mo,very_high,Estonia,1
2125.0,0.5809,60,medium,49-60mo,very_high,Spain,1
3185.0,0.2308,24,medium,13-24mo,high,Estonia,1
3189.0,0.5092,36,high,25-36mo,very_high,Spain,1
637.0,0.09,60,low,49-60mo,very_low,Estonia,1
2125.0,0.0949,48,medium,37-48mo,very_low,Estonia,1
1165.0,0.3852,60,low,49-60mo,very_high,Estonia,1
1594.0,0.1367,36,low,25-36mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
1913.0,0.1068,60,medium,49-60mo,very_low,Estonia,1
1169.0,0.1085,60,low,49-60mo,very_low,Estonia,1
1063.0,0.5609,60,low,49-60mo,very_high,Spain,1
6273.0,0.1894,60,very_high,49-60mo,low,Estonia,1
1169.0,0.2909,60,low,49-60mo,high,Estonia,1
2126.0,0.2096,30,medium,25-36mo,high,Estonia,1
740.0,0.3093,36,low,25-36mo,very_high,Finland,1
7549.0,0.1769,60,very_high,49-60mo,low,Estonia,1
4150.0,0.2,48,high,37-48mo,high,Finland,1
10630.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
2020.0,0.2937,24,medium,13-24mo,high,Estonia,1
2126.0,0.2263,60,medium,49-60mo,high,Spain,1
531.0,0.3424,30,very_low,25-36mo,very_high,Spain,1
2125.0,0.305,36,medium,25-36mo,very_high,Spain,1
2764.0,0.2546,60,medium,49-60mo,high,Estonia,1
3615.0,0.2278,36,high,25-36mo,high,Estonia,1
4250.0,0.537,36,very_high,25-36mo,very_high,Spain,1
10630.0,0.1816,60,very_high,49-60mo,low,Estonia,1
6375.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
5316.0,0.1626,60,very_high,49-60mo,very_low,Estonia,1
1809.0,0.2707,36,medium,25-36mo,high,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
530.0,0.2278,6,very_low,<=12mo,high,Estonia,1
6592.0,0.365,60,very_high,49-60mo,very_high,Estonia,1
4253.0,0.2591,36,very_high,25-36mo,high,Estonia,1
1037.0,0.1,36,low,25-36mo,very_low,Finland,1
531.0,0.3121,60,very_low,49-60mo,very_high,Estonia,1
530.0,0.1068,36,very_low,25-36mo,very_low,Estonia,1
637.0,0.3956,60,low,49-60mo,very_high,Estonia,1
1594.0,0.2966,60,low,49-60mo,high,Estonia,1
1571.0,0.2202,60,low,49-60mo,high,Estonia,1
531.0,0.1926,24,very_low,13-24mo,low,Estonia,1
4253.0,0.3653,60,very_high,49-60mo,very_high,Spain,1
1060.0,0.1118,60,low,49-60mo,very_low,Estonia,1
531.0,0.2966,60,very_low,49-60mo,high,Estonia,1
531.0,0.2576,36,very_low,25-36mo,high,Estonia,1
1594.0,0.1626,60,low,49-60mo,very_low,Estonia,1
531.0,0.09,36,very_low,25-36mo,very_low,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
2764.0,0.3653,60,medium,49-60mo,very_high,Spain,1
530.0,0.3093,60,very_low,49-60mo,very_high,Estonia,1
8850.0,0.2,60,very_high,49-60mo,high,Finland,1
6750.0,0.2,48,very_high,37-48mo,high,Finland,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
531.0,0.09,36,very_low,25-36mo,very_low,Estonia,1
10630.0,0.161,36,very_high,25-36mo,very_low,Estonia,1
1590.0,0.161,60,low,49-60mo,very_low,Estonia,1
2550.0,0.3121,36,medium,25-36mo,very_high,Estonia,1
3251.0,0.3479,36,high,25-36mo,very_high,Estonia,1
518.0,0.1,6,very_low,<=12mo,very_low,Finland,1
531.0,0.2605,36,very_low,25-36mo,high,Estonia,1
9782.0,0.393,60,very_high,49-60mo,very_high,Estonia,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
518.0,0.1927,60,very_low,49-60mo,low,Finland,1
1063.0,0.2413,12,low,<=12mo,high,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
531.0,0.3733,36,very_low,25-36mo,very_high,Estonia,1
530.0,0.4439,36,very_low,25-36mo,very_high,Spain,1
6060.0,0.1085,60,very_high,49-60mo,very_low,Estonia,1
2126.0,0.5776,60,medium,49-60mo,very_high,Spain,1
2594.0,0.1,60,medium,49-60mo,very_low,Finland,1
3189.0,0.2034,60,high,49-60mo,high,Estonia,1
1590.0,0.3036,60,low,49-60mo,very_high,Estonia,1
6911.0,0.1464,60,very_high,49-60mo,very_low,Estonia,1
4253.0,0.1432,60,very_high,49-60mo,very_low,Estonia,1
2023.79,0.199,60,medium,49-60mo,medium,Finland,1
850.0,0.3148,24,low,13-24mo,very_high,Estonia,1
6911.0,0.1085,60,very_high,49-60mo,very_low,Estonia,1
2870.0,0.2428,36,medium,25-36mo,high,Estonia,1
4150.0,0.149,60,high,49-60mo,very_low,Finland,1
530.0,0.3825,60,very_low,49-60mo,very_high,Estonia,1
531.0,0.3232,60,very_low,49-60mo,very_high,Estonia,1
3217.0,0.2,60,high,49-60mo,high,Finland,1
1245.0,0.2,60,low,49-60mo,high,Finland,1
518.0,0.2,60,very_low,49-60mo,high,Finland,1
1275.0,0.1658,60,low,49-60mo,low,Estonia,1
530.0,0.1118,36,very_low,25-36mo,very_low,Estonia,1
518.0,0.2,36,very_low,25-36mo,high,Finland,1
2125.0,0.4587,36,medium,25-36mo,very_high,Finland,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
7545.0,0.2263,60,very_high,49-60mo,high,Estonia,1
518.0,0.1,6,very_low,<=12mo,very_low,Finland,1
2020.0,0.3176,36,medium,25-36mo,very_high,Estonia,1
1701.0,0.3328,36,medium,25-36mo,very_high,Estonia,1
2125.0,0.5973,60,medium,49-60mo,very_high,Finland,1
531.0,0.2218,60,very_low,49-60mo,high,Estonia,1
2126.0,0.1383,60,medium,49-60mo,very_low,Estonia,1
518.0,0.1,12,very_low,<=12mo,very_low,Finland,1
744.0,0.1085,60,low,49-60mo,very_low,Estonia,1
2125.0,0.315,60,medium,49-60mo,very_high,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
531.0,0.5842,60,very_low,49-60mo,very_high,Spain,1
2020.0,0.5973,60,medium,49-60mo,very_high,Finland,1
531.0,0.2233,9,very_low,<=12mo,high,Estonia,1
2698.0,0.2,60,medium,49-60mo,high,Finland,1
2658.0,0.1085,60,medium,49-60mo,very_low,Estonia,1
4146.0,0.393,60,high,49-60mo,very_high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
850.0,0.2263,36,low,25-36mo,high,Estonia,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
1060.0,0.2502,36,low,25-36mo,high,Estonia,1
530.0,0.5973,36,very_low,25-36mo,very_high,Spain,1
10415.0,0.2576,36,very_high,25-36mo,high,Estonia,1
4253.0,0.2852,60,very_high,49-60mo,high,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
1594.0,0.2707,60,low,49-60mo,high,Estonia,1
2870.0,0.3586,60,medium,49-60mo,very_high,Estonia,1
1063.0,0.393,60,low,49-60mo,very_high,Estonia,1
3721.0,0.3786,60,high,49-60mo,very_high,Estonia,1
518.0,0.149,60,very_low,49-60mo,very_low,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
4675.0,0.5382,48,very_high,37-48mo,very_high,Finland,1
518.0,0.149,24,very_low,13-24mo,very_low,Finland,1
2125.0,0.305,36,medium,25-36mo,very_high,Spain,1
2126.0,0.2263,60,medium,49-60mo,high,Spain,1
4253.0,0.1957,60,very_high,49-60mo,medium,Estonia,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
4253.0,0.1941,60,very_high,49-60mo,medium,Estonia,1
518.0,0.1927,60,very_low,49-60mo,low,Finland,1
2020.0,0.326,60,medium,49-60mo,very_high,Estonia,1
4253.0,0.1,36,very_high,25-36mo,very_low,Estonia,1
2126.0,0.09,60,medium,49-60mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
4250.0,0.1721,36,very_high,25-36mo,low,Spain,1
3189.0,0.1334,60,high,49-60mo,very_low,Estonia,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
531.0,0.5973,60,very_low,49-60mo,very_high,Spain,1
10630.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
6911.0,0.1941,60,very_high,49-60mo,medium,Estonia,1
1037.0,0.1,60,low,49-60mo,very_low,Finland,1
1060.0,0.1383,60,low,49-60mo,very_low,Estonia,1
1245.0,0.1,60,low,49-60mo,very_low,Finland,1
2655.0,0.278,48,medium,37-48mo,high,Estonia,1
4995.0,0.2458,36,very_high,25-36mo,high,Finland,1
531.0,0.3799,60,very_low,49-60mo,very_high,Estonia,1
2335.0,0.5864,36,medium,25-36mo,very_high,Finland,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
1063.0,0.393,60,low,49-60mo,very_high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
531.0,0.2866,36,very_low,25-36mo,high,Estonia,1
850.0,0.0983,36,low,25-36mo,very_low,Estonia,1
1380.0,0.1432,36,low,25-36mo,very_low,Estonia,1
3721.0,0.2278,60,high,49-60mo,high,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
4150.0,0.1,48,high,37-48mo,very_low,Finland,1
1910.0,0.2966,36,medium,25-36mo,high,Estonia,1
956.0,0.3519,36,low,25-36mo,very_high,Estonia,1
2126.0,0.3008,36,medium,25-36mo,high,Spain,1
1165.0,0.3424,60,low,49-60mo,very_high,Estonia,1
850.0,0.5973,6,low,<=12mo,very_high,Spain,1
10630.0,0.393,60,very_high,49-60mo,very_high,Estonia,1
530.0,0.2142,60,very_low,49-60mo,high,Estonia,1
4253.0,0.191,60,very_high,49-60mo,low,Estonia,1
3189.0,0.3613,30,high,25-36mo,very_high,Estonia,1
530.0,0.3852,60,very_low,49-60mo,very_high,Estonia,1
2445.0,0.376,60,medium,49-60mo,very_high,Estonia,1
531.0,0.2218,60,very_low,49-60mo,high,Estonia,1
2445.0,0.2736,36,medium,25-36mo,high,Estonia,1
3189.0,0.1068,60,high,49-60mo,very_low,Estonia,1
6804.0,0.2591,60,very_high,49-60mo,high,Estonia,1
530.0,0.3943,60,very_low,49-60mo,very_high,Estonia,1
4253.0,0.3653,60,very_high,49-60mo,very_high,Spain,1
531.0,0.5973,60,very_low,49-60mo,very_high,Spain,1
3185.0,0.2003,60,medium,49-60mo,high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
531.0,0.1448,60,very_low,49-60mo,very_low,Estonia,1
518.0,0.1,60,very_low,49-60mo,very_low,Finland,1
1382.0,0.1847,30,low,25-36mo,low,Estonia,1
518.0,0.149,60,very_low,49-60mo,very_low,Finland,1
1063.0,0.36,60,low,49-60mo,very_high,Estonia,1
2126.0,0.3342,60,medium,49-60mo,very_high,Estonia,1
6911.0,0.208,36,very_high,25-36mo,high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
518.0,0.1,60,very_low,49-60mo,very_low,Finland,1
530.0,0.1626,36,very_low,25-36mo,very_low,Estonia,1
531.0,0.1135,60,very_low,49-60mo,very_low,Estonia,1
2126.0,0.3653,60,medium,49-60mo,very_high,Spain,1
531.0,0.1464,60,very_low,49-60mo,very_low,Estonia,1
2445.0,0.3586,60,medium,49-60mo,very_high,Estonia,1
6590.0,0.1235,36,very_high,25-36mo,very_low,Estonia,1
531.0,0.1399,36,very_low,25-36mo,very_low,Estonia,1
195.61410000000004,0.1,60,very_low,49-60mo,very_low,Finland,1
1063.0,0.18,18,low,13-24mo,low,Estonia,1
531.0,0.2003,12,very_low,<=12mo,high,Estonia,1
2075.0,0.1,60,medium,49-60mo,very_low,Finland,1
622.0,0.2,60,very_low,49-60mo,high,Finland,1
4250.0,0.2368,36,very_high,25-36mo,high,Estonia,1
425.0,0.2736,60,very_low,49-60mo,high,Estonia,1
7442.0,0.18,60,very_high,49-60mo,low,Estonia,1
1275.0,0.1705,60,low,49-60mo,low,Estonia,1
2230.0,0.5776,48,medium,37-48mo,very_high,Finland,1
199.9,0.199,12,very_low,<=12mo,medium,Finland,1
2977.0,0.3093,60,medium,49-60mo,very_high,Estonia,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
3113.0,0.2,60,medium,49-60mo,high,Finland,1
2126.0,0.1101,60,medium,49-60mo,very_low,Estonia,1
2655.0,0.3693,36,medium,25-36mo,very_high,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
740.0,0.4238,48,low,37-48mo,very_high,Spain,1
1063.0,0.3328,48,low,37-48mo,very_high,Estonia,1
530.0,0.1497,36,very_low,25-36mo,very_low,Estonia,1
4253.0,0.2664,36,very_high,25-36mo,high,Estonia,1
2020.0,0.1847,60,medium,49-60mo,low,Estonia,1
688.8,0.199,12,low,<=12mo,medium,Finland,1
4359.0,0.3519,42,very_high,37-48mo,very_high,Estonia,1
