issued_amount,initial_interest_rate,initial_loan_duration,loan_amount_band,loan_term_bucket,interest_rate_bucket,country_grouped,customer_risk_rating_was_missing
5150.0,0.2,60,very_high,49-60mo,high,Finland,1
2125.0,0.1034,36,medium,25-36mo,very_low,Estonia,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
1063.0,0.1972,18,low,13-24mo,medium,Estonia,1
530.0,0.1737,36,very_low,25-36mo,low,Estonia,1
518.0,0.1,60,very_low,49-60mo,very_low,Finland,1
2126.0,0.1168,60,medium,49-60mo,very_low,Estonia,1
2125.0,0.5776,60,medium,49-60mo,very_high,Spain,1
518.0,0.1,6,very_low,<=12mo,very_low,Finland,1
1037.0,0.149,120,low,60mo+,very_low,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
4040.0,0.5973,60,high,49-60mo,very_high,Finland,1
2199.0,0.2218,60,medium,49-60mo,high,Estonia,1
5849.0,0.1068,36,very_high,25-36mo,very_low,Estonia,1
531.0,0.3519,24,very_low,13-24mo,very_high,Estonia,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
3094.0,0.3786,60,medium,49-60mo,very_high,Estonia,1
956.0,0.1941,60,low,49-60mo,medium,Estonia,1
531.0,0.5842,60,very_low,49-60mo,very_high,Spain,1
531.0,0.2866,36,very_low,25-36mo,high,Estonia,1
531.0,0.393,60,very_low,49-60mo,very_high,Estonia,1
637.0,0.1832,9,low,<=12mo,low,Estonia,1
4150.0,0.1927,120,high,60mo+,low,Finland,1
531.0,0.3273,60,very_low,49-60mo,very_high,Estonia,1
2126.0,0.09,36,medium,25-36mo,very_low,Estonia,1
8931.0,0.2532,60,very_high,49-60mo,high,Estonia,1
10630.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
518.0,0.1927,60,very_low,49-60mo,low,Finland,1
531.0,0.36,48,very_low,37-48mo,very_high,Estonia,1
1245.0,0.2,60,low,49-60mo,high,Finland,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
530.0,0.1626,36,very_low,25-36mo,very_low,Estonia,1
3189.0,0.0983,60,high,49-60mo,very_low,Estonia,1
518.0,0.1,3,very_low,<=12mo,very_low,Finland,1
4150.0,0.149,60,high,49-60mo,very_low,Finland,1
531.0,0.2923,60,very_low,49-60mo,high,Estonia,1
530.0,0.5973,36,very_low,25-36mo,very_high,Spain,1
4146.0,0.2413,60,high,49-60mo,high,Estonia,1
3930.0,0.3746,60,high,49-60mo,very_high,Estonia,1
2020.0,0.5973,60,medium,49-60mo,very_high,Finland,1
5740.0,0.2866,60,very_high,49-60mo,high,Finland,1
1913.0,0.2722,60,medium,49-60mo,high,Estonia,1
1594.0,0.3036,36,low,25-36mo,very_high,Estonia,1
3189.0,0.1957,60,high,49-60mo,medium,Estonia,1
1063.0,0.5609,60,low,49-60mo,very_high,Spain,1
2125.0,0.3786,60,medium,49-60mo,very_high,Estonia,1
2125.0,0.1034,60,medium,49-60mo,very_low,Estonia,1
531.0,0.3465,60,very_low,49-60mo,very_high,Estonia,1
4253.0,0.191,36,very_high,25-36mo,low,Estonia,1
4250.0,0.2678,36,very_high,25-36mo,high,Spain,1
4250.0,0.3078,48,very_high,37-48mo,very_high,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
4250.0,0.2649,36,very_high,25-36mo,high,Estonia,1
4253.0,0.4926,60,very_high,49-60mo,very_high,Spain,1
530.0,0.1118,36,very_low,25-36mo,very_low,Estonia,1
1169.0,0.2065,18,low,13-24mo,high,Estonia,1
531.0,0.1513,60,very_low,49-60mo,very_low,Estonia,1
2125.0,0.3506,48,medium,37-48mo,very_high,Estonia,1
1234.0,0.1561,60,low,49-60mo,very_low,Estonia,1
3185.0,0.3315,48,medium,37-48mo,very_high,Estonia,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
530.0,0.2126,60,very_low,49-60mo,high,Estonia,1
830.0,0.1,12,low,<=12mo,very_low,Finland,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
531.0,0.5609,60,very_low,49-60mo,very_high,Spain,1
530.0,0.2605,36,very_low,25-36mo,high,Finland,1
6379.0,0.1513,60,very_high,49-60mo,very_low,Estonia,1
2125.0,0.4794,60,medium,49-60mo,very_high,Spain,1
2174.0,0.2852,60,medium,49-60mo,high,Finland,1
6485.0,0.2142,36,very_high,25-36mo,high,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
531.0,0.1594,24,very_low,13-24mo,very_low,Estonia,1
2262.0,0.3917,48,medium,37-48mo,very_high,Estonia,1
1594.0,0.1721,36,low,25-36mo,low,Estonia,1
2760.0,0.3424,60,medium,49-60mo,very_high,Estonia,1
2125.0,0.18,60,medium,49-60mo,low,Estonia,1
9356.0,0.3107,60,very_high,49-60mo,very_high,Estonia,1
1594.0,0.2707,48,low,37-48mo,high,Estonia,1
2550.0,0.1432,60,medium,49-60mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
2125.0,0.3799,60,medium,49-60mo,very_high,Spain,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
531.0,0.1832,24,very_low,13-24mo,low,Estonia,1
9463.0,0.3148,60,very_high,49-60mo,very_high,Estonia,1
4150.0,0.09,60,high,49-60mo,very_low,Finland,1
7761.0,0.3022,60,very_high,49-60mo,high,Estonia,1
3185.0,0.5973,60,medium,49-60mo,very_high,Finland,1
2020.0,0.5973,48,medium,37-48mo,very_high,Finland,1
1060.0,0.3162,18,low,13-24mo,very_high,Estonia,1
2126.0,0.1642,60,medium,49-60mo,low,Spain,1
1060.0,0.205,60,low,49-60mo,high,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
4253.0,0.1578,60,very_high,49-60mo,very_low,Estonia,1
2125.0,0.2458,36,medium,25-36mo,high,Estonia,1
2655.0,0.3135,36,medium,25-36mo,very_high,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
4135.0,0.4878,48,high,37-48mo,very_high,Finland,1
2764.0,0.2808,60,medium,49-60mo,high,Estonia,1
2658.0,0.2308,60,medium,49-60mo,high,Spain,1
4780.0,0.5676,36,very_high,25-36mo,very_high,Finland,1
5100.0,0.3786,60,very_high,49-60mo,very_high,Finland,1
531.0,0.36,60,very_low,49-60mo,very_high,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
1060.0,0.1218,36,low,25-36mo,very_low,Estonia,1
2594.0,0.1,60,medium,49-60mo,very_low,Finland,1
3930.0,0.2187,60,high,49-60mo,high,Estonia,1
850.0,0.3627,36,low,25-36mo,very_high,Estonia,1
6695.0,0.2634,36,very_high,25-36mo,high,Estonia,1
8088.0,0.2517,36,very_high,25-36mo,high,Estonia,1
4784.0,0.1085,60,very_high,49-60mo,very_low,Estonia,1
1063.0,0.3273,60,low,49-60mo,very_high,Estonia,1
3943.0,0.1,60,high,49-60mo,very_low,Finland,1
1701.0,0.2126,30,medium,25-36mo,high,Estonia,1
7440.0,0.356,60,very_high,49-60mo,very_high,Finland,1
2335.0,0.161,36,medium,25-36mo,very_low,Estonia,1
530.0,0.161,36,very_low,25-36mo,very_low,Estonia,1
3189.0,0.298,48,high,37-48mo,high,Estonia,1
4250.0,0.1863,60,very_high,49-60mo,low,Estonia,1
5315.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
2020.0,0.5973,60,medium,49-60mo,very_high,Finland,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
3934.0,0.3008,60,high,49-60mo,high,Estonia,1
850.0,0.2172,60,low,49-60mo,high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
530.0,0.1545,60,very_low,49-60mo,very_low,Estonia,1
2870.0,0.3546,60,medium,49-60mo,very_high,Estonia,1
530.0,0.2428,60,very_low,49-60mo,high,Estonia,1
850.0,0.2794,36,low,25-36mo,high,Estonia,1
531.0,0.2003,12,very_low,<=12mo,high,Estonia,1
4891.0,0.2576,60,very_high,49-60mo,high,Estonia,1
2232.0,0.3786,60,medium,49-60mo,very_high,Estonia,1
318.0,0.1085,60,very_low,49-60mo,very_low,Estonia,1
6375.0,0.5731,36,very_high,25-36mo,very_high,Finland,1
531.0,0.2707,36,very_low,25-36mo,high,Estonia,1
4780.0,0.1185,36,very_high,25-36mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
6379.0,0.356,60,very_high,49-60mo,very_high,Estonia,1
744.0,0.3613,48,low,37-48mo,very_high,Estonia,1
1660.0,0.1927,24,medium,13-24mo,low,Finland,1
4040.0,0.4782,36,high,25-36mo,very_high,Finland,1
531.0,0.337,60,very_low,49-60mo,very_high,Estonia,1
531.0,0.2532,120,very_low,60mo+,high,Estonia,1
2764.0,0.3943,60,medium,49-60mo,very_high,Estonia,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
530.0,0.319,36,very_low,25-36mo,very_high,Estonia,1
637.0,0.36,60,low,49-60mo,very_high,Estonia,1
531.0,0.1085,6,very_low,<=12mo,very_low,Estonia,1
637.0,0.3825,60,low,49-60mo,very_high,Estonia,1
1275.0,0.3878,60,low,49-60mo,very_high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
530.0,0.5973,60,very_low,49-60mo,very_high,Spain,1
531.0,0.1785,36,very_low,25-36mo,low,Estonia,1
10630.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
850.0,0.2866,54,low,49-60mo,high,Estonia,1
530.0,0.2218,36,very_low,25-36mo,high,Finland,1
10630.0,0.3135,36,very_high,25-36mo,very_high,Estonia,1
4650.0,0.2,60,very_high,49-60mo,high,Finland,1
637.0,0.2966,36,low,25-36mo,high,Estonia,1
744.0,0.2111,36,low,25-36mo,high,Estonia,1
6166.0,0.0932,60,very_high,49-60mo,very_low,Estonia,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
530.0,0.3218,60,very_low,49-60mo,very_high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
3009.0,0.1,60,medium,49-60mo,very_low,Finland,1
850.0,0.3328,60,low,49-60mo,very_high,Estonia,1
2870.0,0.356,60,medium,49-60mo,very_high,Estonia,1
3189.0,0.1432,60,high,49-60mo,very_low,Estonia,1
531.0,0.1957,60,very_low,49-60mo,medium,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
3185.0,0.5973,60,medium,49-60mo,very_high,Finland,1
850.0,0.315,60,low,49-60mo,very_high,Finland,1
2125.0,0.3064,36,medium,25-36mo,very_high,Estonia,1
531.0,0.1383,12,very_low,<=12mo,very_low,Estonia,1
3189.0,0.5092,36,high,25-36mo,very_high,Spain,1
2020.0,0.5973,60,medium,49-60mo,very_high,Finland,1
10419.0,0.3411,60,very_high,49-60mo,very_high,Estonia,1
2550.0,0.5754,48,medium,37-48mo,very_high,Finland,1
2126.0,0.1594,60,medium,49-60mo,very_low,Estonia,1
195.61410000000004,0.1,60,very_low,49-60mo,very_low,Finland,1
1380.0,0.2126,30,low,25-36mo,high,Estonia,1
1679.7,0.199,12,medium,<=12mo,medium,Finland,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
4253.0,0.356,60,very_high,49-60mo,very_high,Estonia,1
2075.0,0.1927,60,medium,49-60mo,low,Finland,1
1169.0,0.3162,60,low,49-60mo,very_high,Estonia,1
3189.0,0.1561,60,high,49-60mo,very_low,Estonia,1
1488.0,0.1972,36,low,25-36mo,medium,Estonia,1
850.0,0.1816,60,low,49-60mo,low,Estonia,1
813.99,0.199,24,low,13-24mo,medium,Finland,1
530.0,0.1068,36,very_low,25-36mo,very_low,Estonia,1
2975.0,0.5676,48,medium,37-48mo,very_high,Finland,1
6800.0,0.5232,36,very_high,25-36mo,very_high,Finland,1
3113.0,0.1,60,medium,49-60mo,very_low,Finland,1
3930.0,0.2502,36,high,25-36mo,high,Estonia,1
4150.0,0.2,48,high,37-48mo,high,Finland,1
531.0,0.3519,60,very_low,49-60mo,very_high,Estonia,1
7760.0,0.315,60,very_high,49-60mo,very_high,Finland,1
1590.0,0.2487,24,low,13-24mo,high,Estonia,1
3185.0,0.3519,60,medium,49-60mo,very_high,Estonia,1
531.0,0.2576,60,very_low,49-60mo,high,Estonia,1
2445.0,0.1769,60,medium,49-60mo,low,Estonia,1
3080.0,0.2111,60,medium,49-60mo,high,Estonia,1
4150.0,0.09,36,high,25-36mo,very_low,Finland,1
2760.0,0.2808,60,medium,49-60mo,high,Estonia,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
637.0,0.191,60,low,49-60mo,low,Estonia,1
635.0,0.2248,36,low,25-36mo,high,Estonia,1
1590.0,0.5897,48,low,37-48mo,very_high,Spain,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
1594.0,0.3999,60,low,49-60mo,very_high,Estonia,1
2125.0,0.5709,60,medium,49-60mo,very_high,Finland,1
530.0,0.1185,36,very_low,25-36mo,very_low,Estonia,1
530.0,0.5973,36,very_low,25-36mo,very_high,Spain,1
2126.0,0.3424,60,medium,49-60mo,very_high,Estonia,1
2126.0,0.3287,60,medium,49-60mo,very_high,Estonia,1
10630.0,0.1202,60,very_high,49-60mo,very_low,Estonia,1
530.0,0.205,60,very_low,49-60mo,high,Estonia,1
637.0,0.3328,36,low,25-36mo,very_high,Estonia,1
530.0,0.5973,36,very_low,25-36mo,very_high,Spain,1
530.0,0.4314,36,very_low,25-36mo,very_high,Spain,1
530.0,0.1705,60,very_low,49-60mo,low,Estonia,1
4465.0,0.1202,60,very_high,49-60mo,very_low,Estonia,1
4465.0,0.1769,60,very_high,49-60mo,low,Estonia,1
531.0,0.0949,36,very_low,25-36mo,very_low,Estonia,1
1590.0,0.3008,36,low,25-36mo,high,Estonia,1
531.0,0.3273,60,very_low,49-60mo,very_high,Estonia,1
744.0,0.2157,60,low,49-60mo,high,Estonia,1
531.0,0.3315,60,very_low,49-60mo,very_high,Estonia,1
4253.0,0.1626,60,very_high,49-60mo,very_low,Estonia,1
6379.0,0.305,60,very_high,49-60mo,very_high,Estonia,1
3185.0,0.3917,60,medium,49-60mo,very_high,Estonia,1
3189.0,0.2019,60,high,49-60mo,high,Estonia,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
5316.0,0.365,60,very_high,49-60mo,very_high,Estonia,1
531.0,0.1578,60,very_low,49-60mo,very_low,Estonia,1
3295.0,0.2649,60,high,49-60mo,high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
6911.0,0.1085,60,very_high,49-60mo,very_low,Estonia,1
1301.0,0.2634,60,low,49-60mo,high,Finland,1
531.0,0.2034,60,very_low,49-60mo,high,Estonia,1
531.0,0.1017,6,very_low,<=12mo,very_low,Estonia,1
6695.0,0.5021,36,very_high,25-36mo,very_high,Finland,1
7442.0,0.09,36,very_high,25-36mo,very_low,Estonia,1
530.0,0.3891,60,very_low,49-60mo,very_high,Estonia,1
6166.0,0.2172,60,very_high,49-60mo,high,Estonia,1
1590.0,0.2096,60,low,49-60mo,high,Estonia,1
3185.0,0.2487,60,medium,49-60mo,high,Estonia,1
744.0,0.2368,60,low,49-60mo,high,Estonia,1
2126.0,0.278,60,medium,49-60mo,high,Estonia,1
531.0,0.2517,60,very_low,49-60mo,high,Estonia,1
2126.0,0.2353,24,medium,13-24mo,high,Estonia,1
5315.0,0.572,36,very_high,25-36mo,very_high,Finland,1
530.0,0.3107,60,very_low,49-60mo,very_high,Estonia,1
1913.0,0.365,60,medium,49-60mo,very_high,Estonia,1
2125.0,0.2994,36,medium,25-36mo,high,Spain,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
3721.0,0.2649,36,high,25-36mo,high,Estonia,1
1382.0,0.5765,48,low,37-48mo,very_high,Spain,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
850.0,0.3342,48,low,37-48mo,very_high,Estonia,1
2125.0,0.5973,18,medium,13-24mo,very_high,Finland,1
2125.0,0.5973,60,medium,49-60mo,very_high,Finland,1
744.0,0.09,36,low,25-36mo,very_low,Estonia,1
6379.0,0.2649,24,very_high,13-24mo,high,Estonia,1
4250.0,0.2187,36,very_high,25-36mo,high,Estonia,1
3296.0,0.1513,60,high,49-60mo,very_low,Estonia,1
1060.0,0.2353,48,low,37-48mo,high,Estonia,1
530.0,0.1235,60,very_low,49-60mo,very_low,Estonia,1
4253.0,0.2664,36,very_high,25-36mo,high,Estonia,1
637.0,0.2368,36,low,25-36mo,high,Estonia,1
5525.0,0.5742,48,very_high,37-48mo,very_high,Finland,1
1805.0,0.1383,36,medium,25-36mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
1590.0,0.2866,36,low,25-36mo,high,Estonia,1
1037.0,0.1927,12,low,<=12mo,low,Finland,1
1453.0,0.1927,60,low,49-60mo,low,Finland,1
4253.0,0.0966,60,very_high,49-60mo,very_low,Estonia,1
608.89,0.199,12,very_low,<=12mo,medium,Finland,1
6592.0,0.3093,60,very_high,49-60mo,very_high,Estonia,1
10630.0,0.1941,60,very_high,49-60mo,medium,Estonia,1
2125.0,0.5776,36,medium,25-36mo,very_high,Finland,1
1169.0,0.5642,18,low,13-24mo,very_high,Spain,1
1594.0,0.2278,60,low,49-60mo,high,Estonia,1
6800.0,0.1594,60,very_high,49-60mo,very_low,Estonia,1
518.0,0.1,3,very_low,<=12mo,very_low,Finland,1
2126.0,0.5765,48,medium,37-48mo,very_high,Spain,1
956.0,0.3943,60,low,49-60mo,very_high,Estonia,1
530.0,0.1251,60,very_low,49-60mo,very_low,Estonia,1
2075.0,0.1,60,medium,49-60mo,very_low,Finland,1
1275.0,0.365,60,low,49-60mo,very_high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
6910.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
530.0,0.3627,36,very_low,25-36mo,very_high,Estonia,1
531.0,0.1926,60,very_low,49-60mo,low,Estonia,1
1594.0,0.372,42,low,37-48mo,very_high,Estonia,1
2125.0,0.2852,60,medium,49-60mo,high,Spain,1
3720.0,0.2338,24,high,13-24mo,high,Estonia,1
2075.0,0.2,36,medium,25-36mo,high,Finland,1
1590.0,0.3315,24,low,13-24mo,very_high,Estonia,1
1060.0,0.3506,60,low,49-60mo,very_high,Estonia,1
2126.0,0.1674,9,medium,<=12mo,low,Estonia,1
3189.0,0.1972,60,high,49-60mo,medium,Estonia,1
530.0,0.1301,36,very_low,25-36mo,very_low,Estonia,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
2126.0,0.1101,24,medium,13-24mo,very_low,Estonia,1
531.0,0.3878,60,very_low,49-60mo,very_high,Estonia,1
1594.0,0.1367,36,low,25-36mo,very_low,Estonia,1
4150.0,0.09,60,high,49-60mo,very_low,Finland,1
4253.0,0.2398,60,very_high,49-60mo,high,Estonia,1
4995.0,0.1674,36,very_high,25-36mo,low,Estonia,1
1594.0,0.1218,120,low,60mo+,very_low,Estonia,1
530.0,0.3707,48,very_low,37-48mo,very_high,Estonia,1
726.0,0.1927,6,low,<=12mo,low,Finland,1
531.0,0.2019,60,very_low,49-60mo,high,Estonia,1
5741.0,0.2736,60,very_high,49-60mo,high,Estonia,1
740.0,0.1185,36,low,25-36mo,very_low,Estonia,1
2232.0,0.1674,36,medium,25-36mo,low,Estonia,1
530.0,0.1545,24,very_low,13-24mo,very_low,Estonia,1
2125.0,0.5776,60,medium,49-60mo,very_high,Spain,1
531.0,0.1561,60,very_low,49-60mo,very_low,Estonia,1
531.0,0.3162,60,very_low,49-60mo,very_high,Estonia,1
3189.0,0.3204,60,high,49-60mo,very_high,Estonia,1
2020.0,0.5033,48,medium,37-48mo,very_high,Finland,1
4146.0,0.2634,54,high,49-60mo,high,Estonia,1
3720.0,0.5973,60,high,49-60mo,very_high,Finland,1
518.0,0.1,30,very_low,25-36mo,very_low,Finland,1
1063.0,0.0915,24,low,13-24mo,very_low,Estonia,1
3720.0,0.3746,60,high,49-60mo,very_high,Estonia,1
1594.0,0.2794,60,low,49-60mo,high,Estonia,1
530.0,0.2293,36,very_low,25-36mo,high,Estonia,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
3185.0,0.1658,60,medium,49-60mo,low,Estonia,1
2075.0,0.1927,60,medium,49-60mo,low,Finland,1
531.0,0.3839,60,very_low,49-60mo,very_high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
6612.0,0.2308,60,very_high,49-60mo,high,Estonia,1
2760.0,0.5973,60,medium,49-60mo,very_high,Finland,1
1701.0,0.2353,60,medium,49-60mo,high,Estonia,1
530.0,0.3135,60,very_low,49-60mo,very_high,Estonia,1
531.0,0.2693,60,very_low,49-60mo,high,Estonia,1
10150.0,0.2,36,very_high,25-36mo,high,Finland,1
530.0,0.1235,36,very_low,25-36mo,very_low,Estonia,1
956.0,0.09,30,low,25-36mo,very_low,Estonia,1
4253.0,0.09,60,very_high,49-60mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
739.0,0.305,60,low,49-60mo,very_high,Estonia,1
740.0,0.1626,36,low,25-36mo,very_low,Estonia,1
2020.0,0.2172,36,medium,25-36mo,high,Estonia,1
850.0,0.337,60,low,49-60mo,very_high,Estonia,1
2125.0,0.5776,60,medium,49-60mo,very_high,Spain,1
4253.0,0.3839,36,very_high,25-36mo,very_high,Spain,1
744.0,0.3799,60,low,49-60mo,very_high,Estonia,1
830.0,0.1,60,low,49-60mo,very_low,Finland,1
2658.0,0.18,60,medium,49-60mo,low,Estonia,1
212.0,0.2751,24,very_low,13-24mo,high,Estonia,1
1165.0,0.2678,60,low,49-60mo,high,Estonia,1
635.0,0.1626,36,low,25-36mo,very_low,Estonia,1
4150.0,0.1,36,high,25-36mo,very_low,Finland,1
2126.0,0.2233,60,medium,49-60mo,high,Estonia,1
2075.0,0.1,60,medium,49-60mo,very_low,Finland,1
3508.0,0.1448,60,high,49-60mo,very_low,Estonia,1
531.0,0.1085,60,very_low,49-60mo,very_low,Estonia,1
744.0,0.1816,60,low,49-60mo,low,Estonia,1
612.69,0.199,12,very_low,<=12mo,medium,Finland,1
530.0,0.135,60,very_low,49-60mo,very_low,Estonia,1
4250.0,0.3424,36,very_high,25-36mo,very_high,Estonia,1
2125.0,0.495,60,medium,49-60mo,very_high,Spain,1
5205.0,0.336,36,very_high,25-36mo,very_high,Finland,1
6804.0,0.2794,36,very_high,25-36mo,high,Estonia,1
740.0,0.2202,36,low,25-36mo,high,Finland,1
2125.0,0.315,60,medium,49-60mo,very_high,Finland,1
1590.0,0.2808,36,low,25-36mo,high,Finland,1
3402.0,0.3093,60,high,49-60mo,very_high,Estonia,1
1594.0,0.1,12,low,<=12mo,very_low,Estonia,1
531.0,0.3342,36,very_low,25-36mo,very_high,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
3007.89,0.199,12,medium,<=12mo,medium,Finland,1
6911.0,0.2096,60,very_high,49-60mo,high,Estonia,1
6911.0,0.365,60,very_high,49-60mo,very_high,Estonia,1
531.0,0.1594,36,very_low,25-36mo,very_low,Estonia,1
531.0,0.5973,60,very_low,49-60mo,very_high,Spain,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
4253.0,0.161,60,very_high,49-60mo,very_low,Estonia,1
2594.0,0.1927,30,medium,25-36mo,low,Finland,1
7017.0,0.1464,60,very_high,49-60mo,very_low,Estonia,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
956.0,0.365,60,low,49-60mo,very_high,Estonia,1
2126.0,0.3586,60,medium,49-60mo,very_high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
3505.0,0.5092,36,high,25-36mo,very_high,Finland,1
7442.0,0.1383,36,very_high,25-36mo,very_low,Estonia,1
2445.0,0.1578,60,medium,49-60mo,very_low,Estonia,1
4780.0,0.1689,60,very_high,49-60mo,low,Estonia,1
4253.0,0.2561,60,very_high,49-60mo,high,Estonia,1
530.0,0.5973,48,very_low,37-48mo,very_high,Spain,1
4253.0,0.0966,60,very_high,49-60mo,very_low,Estonia,1
2126.0,0.1101,42,medium,37-48mo,very_low,Estonia,1
530.0,0.1785,36,very_low,25-36mo,low,Estonia,1
10150.0,0.2,60,very_high,49-60mo,high,Finland,1
530.0,0.5776,60,very_low,49-60mo,very_high,Spain,1
2870.0,0.1334,119,medium,60mo+,very_low,Estonia,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
1348.0,0.3825,60,low,49-60mo,very_high,Estonia,1
1594.0,0.1513,60,low,49-60mo,very_low,Estonia,1
4253.0,0.3246,60,very_high,49-60mo,very_high,Estonia,1
3189.0,0.208,36,high,25-36mo,high,Spain,1
1063.0,0.3273,60,low,49-60mo,very_high,Estonia,1
10150.0,0.2,48,very_high,37-48mo,high,Finland,1
4250.0,0.326,36,very_high,25-36mo,very_high,Estonia,1
1594.0,0.262,36,low,25-36mo,high,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
399.8,0.199,24,very_low,13-24mo,medium,Finland,1
531.0,0.2338,60,very_low,49-60mo,high,Estonia,1
4250.0,0.529,36,very_high,25-36mo,very_high,Finland,1
6911.0,0.2034,60,very_high,49-60mo,high,Estonia,1
2125.0,0.5776,60,medium,49-60mo,very_high,Spain,1
1590.0,0.3667,60,low,49-60mo,very_high,Estonia,1
6911.0,0.2126,60,very_high,49-60mo,high,Estonia,1
2655.0,0.2218,36,medium,25-36mo,high,Estonia,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
6375.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
2125.0,0.5104,36,medium,25-36mo,very_high,Spain,1
530.0,0.2502,12,very_low,<=12mo,high,Estonia,1
531.0,0.1218,36,very_low,25-36mo,very_low,Estonia,1
531.0,0.5973,60,very_low,49-60mo,very_high,Spain,1
740.0,0.1578,60,low,49-60mo,very_low,Estonia,1
530.0,0.1753,60,very_low,49-60mo,low,Estonia,1
530.0,0.1448,48,very_low,37-48mo,very_low,Estonia,1
2125.0,0.1721,60,medium,49-60mo,low,Estonia,1
2283.0,0.1,12,medium,<=12mo,very_low,Finland,1
530.0,0.262,60,very_low,49-60mo,high,Finland,1
4253.0,0.3653,60,very_high,49-60mo,very_high,Spain,1
1037.0,0.1927,24,low,13-24mo,low,Finland,1
3943.0,0.1,60,high,49-60mo,very_low,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
3827.0,0.278,60,high,49-60mo,high,Estonia,1
1169.0,0.09,60,low,49-60mo,very_low,Estonia,1
850.0,0.3301,48,low,37-48mo,very_high,Estonia,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
530.0,0.1689,36,very_low,25-36mo,low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
1037.0,0.1,60,low,49-60mo,very_low,Finland,1
1556.0,0.1,60,low,49-60mo,very_low,Finland,1
4150.0,0.09,48,high,37-48mo,very_low,Finland,1
2335.0,0.4722,36,medium,25-36mo,very_high,Finland,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
3185.0,0.3891,60,medium,49-60mo,very_high,Estonia,1
530.0,0.1399,36,very_low,25-36mo,very_low,Estonia,1
3189.0,0.2263,60,high,49-60mo,high,Estonia,1
1063.0,0.3315,60,low,49-60mo,very_high,Estonia,1
2075.0,0.2,60,medium,49-60mo,high,Finland,1
637.0,0.3982,60,low,49-60mo,very_high,Estonia,1
530.0,0.2323,48,very_low,37-48mo,high,Estonia,1
6166.0,0.2019,36,very_high,25-36mo,high,Estonia,1
