country_grouped,observations,actual_default_rate,mean_predicted_pd,median_predicted_pd,max_predicted_pd,actual_default_rate_percent,mean_predicted_pd_percent,pd_calibration_gap,pd_calibration_gap_percent
Spain,1578,0.42585551330798477,0.3695692071646366,0.3327205882352941,0.4960725075528701,42.585551330798474,36.95692071646366,-0.056286306143348175,-5.628630614334817
Finland,58014,0.11009411521356914,0.09523363073739491,0.0901261766473062,0.3073684210526315,11.009411521356913,9.52336307373949,-0.014860484476174232,-1.4860484476174232
Estonia,16599,0.08325802759202361,0.1466526882844718,0.1339166295140436,0.4041027072815583,8.325802759202361,14.66526882844718,0.0633946606924482,6.33946606924482
Netherlands,5203,0.07764751105131655,0.10173500725939365,0.0901261766473062,0.1339166295140436,7.764751105131655,10.173500725939364,0.024087496208077097,2.4087496208077095
